Version,Bundling/Dropping Time (ms),Energy (J)
anguloBundling,200,25.4782392398
anguloBundling,200,25.3941990028
anguloBundling,200,25.6311790864
anguloBundling,200,25.5854029754
anguloDropping,200,25.6829758362
anguloDropping,200,25.1393380858
anguloDropping,200,25.3614478106
anguloDropping,200,25.3584357752
anguloDropping,200,25.4549121116
anguloDropping,200,25.2704030592
anguloDropping,200,25.631369038
anguloDropping,200,25.2379409266
anguloDropping,200,25.111942372
anguloDropping,200,25.217099032
anguloOriginal,200,31.5780437794
anguloOriginal,200,31.5500754712
anguloOriginal,200,31.7014410426
anguloOriginal,200,31.4435972576
anguloOriginal,200,31.4474623138
anguloOriginal,200,30.9926079018
anguloOriginal,200,31.6108811326
anguloOriginal,200,31.6424242832
anguloOriginal,200,31.4229738896
anguloOriginal,200,31.76783268
anguloDropping,500,22.9798113236
anguloDropping,500,23.5418516974
anguloDropping,500,22.8405162576
anguloDropping,500,22.928429291
anguloDropping,500,22.9906037512
anguloDropping,500,22.7586529294
anguloDropping,500,22.9520473878
anguloDropping,500,22.9513859844
anguloDropping,500,23.0101087558
anguloDropping,500,22.9468209306
anguloBundling,500,23.3776677116
anguloBundling,500,23.4045877298
anguloBundling,500,23.482153762
anguloBundling,500,23.4000507512
anguloBundling,500,23.3555113222
anguloBundling,500,23.3892420772
anguloBundling,500,23.200929978
anguloBundling,500,23.2530677178
anguloBundling,500,23.362078978
anguloOriginal,500,31.5780437794
anguloOriginal,500,31.5500754712
anguloOriginal,500,31.7014410426
anguloOriginal,500,31.4435972576
anguloOriginal,500,31.4474623138
anguloOriginal,500,30.9926079018
anguloOriginal,500,31.6108811326
anguloOriginal,500,31.6424242832
anguloOriginal,500,31.4229738896
anguloOriginal,500,31.76783268
anguloDropping,1000,22.1908945912
anguloDropping,1000,22.1988150298
anguloDropping,1000,22.2177015374
anguloDropping,1000,22.2542889576
anguloDropping,1000,22.1397243462
anguloDropping,1000,22.1335722352
anguloDropping,1000,22.1633266914
anguloDropping,1000,22.153698116
anguloDropping,1000,22.1571444766
anguloDropping,1000,22.152983909
anguloOriginal,1000,31.5780437794
anguloOriginal,1000,31.5500754712
anguloOriginal,1000,31.7014410426
anguloOriginal,1000,31.4435972576
anguloOriginal,1000,31.4474623138
anguloOriginal,1000,30.9926079018
anguloOriginal,1000,31.6108811326
anguloOriginal,1000,31.6424242832
anguloOriginal,1000,31.4229738896
anguloOriginal,1000,31.76783268
anguloBundling,1000,22.5923267618
anguloBundling,1000,22.7507608398
anguloBundling,1000,22.7781943114
anguloBundling,1000,22.7858828688
anguloBundling,1000,22.8817743286
anguloBundling,1000,22.8245154448
anguloBundling,1000,22.7559843544
anguloBundling,1000,22.735147141
anguloBundling,1000,22.7475113722
anguloBundling,1000,22.8128626732
anguloBundling,2000,22.2723739424
anguloBundling,2000,22.3848928848
anguloBundling,2000,22.536513983
anguloBundling,2000,22.401150159
anguloBundling,2000,22.28057238
anguloBundling,2000,22.3635151864
anguloBundling,2000,22.4391191462
anguloBundling,2000,22.2937340806
anguloBundling,2000,22.2759903838
anguloBundling,2000,22.5094678278
anguloDropping,2000,21.7611192618
anguloDropping,2000,21.7956725018
anguloDropping,2000,21.6778633566
anguloDropping,2000,21.7024147944
anguloDropping,2000,21.7565244238
anguloDropping,2000,21.7903731058
anguloDropping,2000,21.79912331
anguloDropping,2000,21.7633484444
anguloDropping,2000,21.9767886432
anguloDropping,2000,21.7350447956
anguloOriginal,2000,31.5780437794
anguloOriginal,2000,31.5500754712
anguloOriginal,2000,31.7014410426
anguloOriginal,2000,31.4435972576
anguloOriginal,2000,31.4474623138
anguloOriginal,2000,30.9926079018
anguloOriginal,2000,31.6108811326
anguloOriginal,2000,31.6424242832
anguloOriginal,2000,31.4229738896
anguloOriginal,2000,31.76783268
anguloDropping-GM2,10,22.3056730946
anguloDropping-GM2,10,21.8341776547
anguloDropping-GM2,10,21.2052658399
anguloDropping-GM2,10,21.5874213584
anguloDropping-GM2,10,22.2135742291
anguloDropping-GM2,10,21.3347805826
anguloDropping-GM2,10,21.4815162763
anguloDropping-GM2,10,21.932276478
anguloDropping-GM2,10,21.3793142859
anguloBundling-GM2,10,21.9152456029
anguloBundling-GM2,10,22.2488040109
anguloBundling-GM2,10,21.971273754
anguloBundling-GM2,10,21.7863975491
anguloBundling-GM2,10,21.6023404151
anguloBundling-GM2,10,21.6437601512
anguloBundling-GM2,10,22.2209334249
anguloBundling-GM2,10,21.6740842788
anguloBundling-GM2,10,21.6858428554
anguloBundling-GM2,10,22.1511625969
anguloOriginal-GM2,10,21.2955368032
anguloOriginal-GM2,10,21.6086766397
anguloOriginal-GM2,10,21.1847176637
anguloOriginal-GM2,10,21.1570665321
anguloOriginal-GM2,10,21.1269148568
anguloOriginal-GM2,10,21.0787573862
anguloOriginal-GM2,10,21.7707753005
anguloOriginal-GM2,10,22.0574619387
anguloOriginal-GM2,10,22.1013797947
anguloOriginal-GM2,10,20.8993853117
anguloBundling-GM2,30,19.0848117429
anguloBundling-GM2,30,19.1665670987
anguloBundling-GM2,30,19.058512658
anguloBundling-GM2,30,19.5614802719
anguloBundling-GM2,30,19.381913679
anguloBundling-GM2,30,19.5068414376
anguloBundling-GM2,30,19.362969426
anguloBundling-GM2,30,19.3807324257
anguloBundling-GM2,30,19.1491553728
anguloBundling-GM2,30,19.569075203
anguloDropping-GM2,30,19.5372230418
anguloDropping-GM2,30,19.3581693455
anguloDropping-GM2,30,19.1036490884
anguloDropping-GM2,30,19.5478290327
anguloDropping-GM2,30,19.2208787299
anguloDropping-GM2,30,19.2407685338
anguloDropping-GM2,30,19.1357891123
anguloDropping-GM2,30,19.6263494074
anguloDropping-GM2,30,19.1129673516
anguloDropping-GM2,30,19.4859948324
anguloOriginal-GM2,30,21.2955368032
anguloOriginal-GM2,30,21.6086766397
anguloOriginal-GM2,30,21.1847176637
anguloOriginal-GM2,30,21.1570665321
anguloOriginal-GM2,30,21.1269148568
anguloOriginal-GM2,30,21.0787573862
anguloOriginal-GM2,30,21.7707753005
anguloOriginal-GM2,30,22.0574619387
anguloOriginal-GM2,30,22.1013797947
anguloOriginal-GM2,30,20.8993853117
anguloBundling-GM2,100,16.6027476578
anguloBundling-GM2,100,16.7150687881
anguloBundling-GM2,100,16.8216018562
anguloBundling-GM2,100,16.7451641948
anguloBundling-GM2,100,17.049471512
anguloBundling-GM2,100,17.0410676161
anguloBundling-GM2,100,17.0600225985
anguloBundling-GM2,100,16.6906262497
anguloBundling-GM2,100,16.856833069
anguloBundling-GM2,100,16.9090145153
anguloDropping-GM2,100,16.4568408571
anguloDropping-GM2,100,16.8493534833
anguloDropping-GM2,100,16.7217633954
anguloDropping-GM2,100,16.3300472473
anguloDropping-GM2,100,17.1371882346
anguloDropping-GM2,100,16.5623095601
anguloDropping-GM2,100,16.4833971964
anguloDropping-GM2,100,16.5691353636
anguloDropping-GM2,100,17.1414801768
anguloOriginal-GM2,100,21.2955368032
anguloOriginal-GM2,100,21.6086766397
anguloOriginal-GM2,100,21.1847176637
anguloOriginal-GM2,100,21.1570665321
anguloOriginal-GM2,100,21.1269148568
anguloOriginal-GM2,100,21.0787573862
anguloOriginal-GM2,100,21.7707753005
anguloOriginal-GM2,100,22.0574619387
anguloOriginal-GM2,100,22.1013797947
anguloOriginal-GM2,100,20.8993853117
anguloDropping-GM2,200,15.9799536808
anguloDropping-GM2,200,15.9598826638
anguloDropping-GM2,200,15.6901948547
anguloDropping-GM2,200,15.8633861026
anguloDropping-GM2,200,16.3237952264
anguloDropping-GM2,200,15.7914667095
anguloDropping-GM2,200,16.0273733891
anguloDropping-GM2,200,15.8893233742
anguloDropping-GM2,200,15.6595512612
anguloDropping-GM2,200,15.7048191045
anguloBundling-GM2,200,16.4478461462
anguloBundling-GM2,200,15.9350289655
anguloBundling-GM2,200,16.290523422
anguloBundling-GM2,200,16.1025255352
anguloBundling-GM2,200,16.2926085734
anguloBundling-GM2,200,16.032892211
anguloBundling-GM2,200,16.4323834845
anguloBundling-GM2,200,15.9079227789
anguloBundling-GM2,200,16.1939529899
anguloOriginal-GM2,200,21.2955368032
anguloOriginal-GM2,200,21.6086766397
anguloOriginal-GM2,200,21.1847176637
anguloOriginal-GM2,200,21.1570665321
anguloOriginal-GM2,200,21.1269148568
anguloOriginal-GM2,200,21.0787573862
anguloOriginal-GM2,200,21.7707753005
anguloOriginal-GM2,200,22.0574619387
anguloOriginal-GM2,200,22.1013797947
anguloOriginal-GM2,200,20.8993853117
anguloBundling-GM2,500,15.4388455055
anguloBundling-GM2,500,15.7420403044
anguloBundling-GM2,500,15.5853438718
anguloBundling-GM2,500,15.7365288463
anguloBundling-GM2,500,16.4169432072
anguloBundling-GM2,500,15.7646525898
anguloBundling-GM2,500,15.6964984039
anguloBundling-GM2,500,15.5437512276
anguloBundling-GM2,500,15.7829636498
anguloDropping-GM2,500,15.2167082758
anguloDropping-GM2,500,15.2347968488
anguloDropping-GM2,500,15.2286646091
anguloDropping-GM2,500,15.1079547261
anguloDropping-GM2,500,15.2160646793
anguloDropping-GM2,500,15.2594958018
anguloDropping-GM2,500,15.4196082725
anguloDropping-GM2,500,15.4691443473
anguloOriginal-GM2,500,21.2955368032
anguloOriginal-GM2,500,21.6086766397
anguloOriginal-GM2,500,21.1847176637
anguloOriginal-GM2,500,21.1570665321
anguloOriginal-GM2,500,21.1269148568
anguloOriginal-GM2,500,21.0787573862
anguloOriginal-GM2,500,21.7707753005
anguloOriginal-GM2,500,22.0574619387
anguloOriginal-GM2,500,22.1013797947
anguloOriginal-GM2,500,20.8993853117
anguloDropping-GM2,1000,15.3436453507
anguloDropping-GM2,1000,15.3917652447
anguloDropping-GM2,1000,15.6043645153
anguloDropping-GM2,1000,15.9469941578
anguloDropping-GM2,1000,15.2753289644
anguloDropping-GM2,1000,15.8782844979
anguloDropping-GM2,1000,15.2548814174
anguloDropping-GM2,1000,15.6120788947
anguloDropping-GM2,1000,15.3363459432
anguloDropping-GM2,1000,15.4709309766
anguloOriginal-GM2,1000,21.2955368032
anguloOriginal-GM2,1000,21.6086766397
anguloOriginal-GM2,1000,21.1847176637
anguloOriginal-GM2,1000,21.1570665321
anguloOriginal-GM2,1000,21.1269148568
anguloOriginal-GM2,1000,21.0787573862
anguloOriginal-GM2,1000,21.7707753005
anguloOriginal-GM2,1000,22.0574619387
anguloOriginal-GM2,1000,22.1013797947
anguloOriginal-GM2,1000,20.8993853117
anguloBundling-GM2,1000,15.7527564666
anguloBundling-GM2,1000,15.6354973865
anguloBundling-GM2,1000,15.9159022009
anguloBundling-GM2,1000,15.6502195453
anguloBundling-GM2,1000,16.3623696543
anguloBundling-GM2,1000,15.8764671881
anguloBundling-GM2,1000,15.4522605791
anguloBundling-GM2,1000,16.0935206366
anguloBundling-GM2,1000,16.1135878883
anguloBundling-GM2,1000,15.7485045921
anguloBundling-GM2,1000,15.8364495772
anguloBundling-GM2,1000,15.7574340563
anguloBundling-GM2,1000,16.0789720347
anguloBundling-GM2,1000,15.6604708825
anguloBundling-GM2,1000,15.9813875628
anguloBundling-GM2,1000,15.8581531561
anguloBundling-GM2,1000,15.7256072534
anguloDropping-GM2,2000,14.5590249094
anguloDropping-GM2,2000,14.7493331935
anguloDropping-GM2,2000,14.6601503389
anguloDropping-GM2,2000,14.6381560252
anguloDropping-GM2,2000,15.1121305081
anguloDropping-GM2,2000,14.8304917572
anguloDropping-GM2,2000,16.0231389471
anguloDropping-GM2,2000,14.7615675716
anguloBundling-GM2,2000,15.2187885977
anguloBundling-GM2,2000,15.2225963674
anguloBundling-GM2,2000,15.7930324568
anguloBundling-GM2,2000,15.4197089371
anguloBundling-GM2,2000,15.3723657585
anguloBundling-GM2,2000,15.1607561556
anguloBundling-GM2,2000,15.2655000284
anguloBundling-GM2,2000,15.1948685094
anguloBundling-GM2,2000,15.2096070797
anguloBundling-GM2,2000,15.2535390182
anguloOriginal-GM2,2000,21.2955368032
anguloOriginal-GM2,2000,21.6086766397
anguloOriginal-GM2,2000,21.1847176637
anguloOriginal-GM2,2000,21.1570665321
anguloOriginal-GM2,2000,21.1269148568
anguloOriginal-GM2,2000,21.0787573862
anguloOriginal-GM2,2000,21.7707753005
anguloOriginal-GM2,2000,22.0574619387
anguloOriginal-GM2,2000,22.1013797947
anguloOriginal-GM2,2000,20.8993853117
