Version,Bundling/Dropping Time (ms),Energy (J)
acrylicPaintDropping-GM2,1000,5.3069969914
acrylicPaintDropping-GM2,1000,5.9390586435
acrylicPaintDropping-GM2,1000,5.3504955527
acrylicPaintDropping-GM2,1000,5.3450894256
acrylicPaintDropping-GM2,1000,5.1772907767
acrylicPaintDropping-GM2,1000,5.2742252701
acrylicPaintDropping-GM2,1000,5.3728877568
acrylicPaintBundling-GM2,2000,5.2351159073
acrylicPaintBundling-GM2,2000,5.2747091341
acrylicPaintBundling-GM2,2000,5.4029104743
acrylicPaintBundling-GM2,2000,5.2754009701
acrylicPaintBundling-GM2,2000,5.1655422381
acrylicPaintBundling-GM2,2000,5.37533295
acrylicPaintBundling-GM2,2000,5.3647694473
acrylicPaintBundling-GM2,2000,5.2327442664
acrylicPaintBundling-GM2,2000,5.4240051364
acrylicPaintBundling-GM2,2000,5.259514531
acrylicPaintBundling-GM2,2000,5.3439737955
acrylicPaintBundling-GM2,2000,5.2780618724
acrylicPaintBundling-GM2,2000,5.2989550649
acrylicPaintBundling-GM2,2000,5.2478484278
acrylicPaintBundling-GM2,2000,5.157076189
acrylicPaintBundling-GM2,2000,5.2916029376
acrylicPaintBundling-GM2,2000,5.6870179957
acrylicPaintBundling-GM2,2000,5.3372959381
acrylicPaintBundling-GM2,2000,5.1261866498
acrylicPaintDropping-GM2,2000,5.3627757608
acrylicPaintDropping-GM2,2000,5.3641496268
acrylicPaintDropping-GM2,2000,5.4034794171
acrylicPaintDropping-GM2,2000,5.5822730575
acrylicPaintDropping-GM2,2000,5.3760314695
acrylicPaintDropping-GM2,2000,5.2443329182
acrylicPaintDropping-GM2,2000,5.5026342428
acrylicPaintDropping-GM2,2000,5.1656830681
acrylicPaintDropping-GM2,2000,5.5379803217
acrylicPaintDropping-GM2,2000,5.4031737291
acrylicPaintDropping-GM2,2000,5.3065845128
acrylicPaintDropping-GM2,2000,5.3144935511
acrylicPaintDropping-GM2,2000,5.2466224664
acrylicPaintDropping-GM2,2000,5.3232934633
acrylicPaintDropping-GM2,2000,5.349204138
acrylicPaintDropping-GM2,2000,5.4501658324
acrylicPaintDropping-GM2,2000,5.2548357041
acrylicPaintDropping-GM2,2000,5.0465685341
acrylicPaintDropping-GM2,2000,5.3623669599
acrylicPaintDropping-GM2,2000,5.7055258856
acrylicPaintDropping-GM2,2000,5.2140942185
acrylicPaintOriginal-GM2,2000,6.4121628871
acrylicPaintOriginal-GM2,2000,6.2844389223
acrylicPaintOriginal-GM2,2000,6.2170101199
acrylicPaintOriginal-GM2,2000,6.4456881019
acrylicPaintOriginal-GM2,2000,6.4842950532
acrylicPaintOriginal-GM2,2000,6.4176316172
acrylicPaintOriginal-GM2,2000,6.46678277
acrylicPaintOriginal-GM2,2000,6.4697830182
acrylicPaintOriginal-GM2,2000,6.1893117173
acrylicPaintOriginal-GM2,2000,6.2773743139
acrylicPaintOriginal-GM2,2000,6.3820127915
acrylicPaintOriginal-GM2,2000,6.3047327697
acrylicPaintOriginal-GM2,2000,6.3420183945
acrylicPaintOriginal-GM2,2000,6.2663833423
acrylicPaintOriginal-GM2,2000,6.2724114544
acrylicPaintOriginal-GM2,2000,6.3871512034
acrylicPaintOriginal-GM2,2000,6.2633507
acrylicPaintOriginal-GM2,2000,6.2613095443
acrylicPaintOriginal-GM2,2000,6.1598256741
acrylicPaintOriginal-GM2,2000,6.1560362906
