Version,Bundling/Dropping Time (ms),Energy (J)
sensorOriginal,100,67.5292130534
sensorOriginal,100,68.1711186108
sensorOriginal,100,69.377746098
sensorBundling,200,53.6328713372
sensorBundling,200,53.6836960972
sensorBundling,200,56.707736849
sensorBundling,200,46.9702487242
sensorBundling,200,53.3838121828
sensorBundling,200,52.8252537334
sensorBundling,200,53.7525113192
sensorBundling,200,52.1361989482
sensorBundling,200,54.665154775
sensorBundling,200,54.400958248
sensorDropping,200,52.566833628
sensorDropping,200,52.5076010872
sensorDropping,200,52.3026032632
sensorDropping,200,53.9636057906
sensorDropping,200,53.5269483334
sensorDropping,200,54.5316385238
sensorDropping,200,52.8156940608
sensorDropping,200,53.2698882662
sensorDropping,200,54.0006558264
sensorDropping,200,54.6774963758
sensorOriginal,200,68.0802375236
sensorOriginal,200,68.4696044226
sensorOriginal,200,70.2544103222
sensorOriginal,200,69.1356391162
sensorOriginal,200,68.9744824986
sensorOriginal,200,68.3082338012
sensorOriginal,200,67.2979271742
sensorOriginal,200,67.5292130534
sensorOriginal,200,68.1711186108
sensorOriginal,200,69.377746098
sensorDropping,500,41.9010967388
sensorDropping,500,44.051684834
sensorDropping,500,43.9516147606
sensorDropping,500,44.3701005518
sensorDropping,500,44.115041059
sensorDropping,500,43.9423899158
sensorDropping,500,43.4362460918
sensorDropping,500,44.0972076298
sensorDropping,500,43.6706707952
sensorDropping,500,43.9962028772
sensorOriginal,500,68.0802375236
sensorOriginal,500,68.4696044226
sensorOriginal,500,70.2544103222
sensorOriginal,500,69.1356391162
sensorOriginal,500,68.9744824986
sensorOriginal,500,68.3082338012
sensorOriginal,500,67.2979271742
sensorOriginal,500,67.5292130534
sensorOriginal,500,68.1711186108
sensorOriginal,500,69.377746098
sensorBundling,500,45.494174435
sensorBundling,500,45.5075142996
sensorBundling,500,45.257614632
sensorBundling,500,45.4452654698
sensorBundling,500,44.749585288
sensorBundling,500,44.6745632504
sensorBundling,500,45.0317860978
sensorBundling,500,45.1876986636
sensorBundling,500,45.570309881
sensorBundling,500,45.373030557
sensorDropping,1000,40.8810445558
sensorDropping,1000,41.2374364884
sensorDropping,1000,40.2030189906
sensorDropping,1000,40.4170812206
sensorDropping,1000,39.8962152368
sensorDropping,1000,40.461870516
sensorDropping,1000,40.3696994368
sensorDropping,1000,40.514386715
sensorDropping,1000,40.4565215518
sensorDropping,1000,40.319088585
sensorBundling,1000,43.1601099894
sensorBundling,1000,42.4126819134
sensorBundling,1000,42.09613415
sensorBundling,1000,42.4284972486
sensorBundling,1000,43.015350633
sensorBundling,1000,42.0302771032
sensorBundling,1000,42.3516315848
sensorBundling,1000,42.1757484982
sensorBundling,1000,41.9585000874
sensorBundling,1000,42.1352112744
sensorOriginal,1000,68.0802375236
sensorOriginal,1000,68.4696044226
sensorOriginal,1000,70.2544103222
sensorOriginal,1000,69.1356391162
sensorOriginal,1000,68.9744824986
sensorOriginal,1000,68.3082338012
sensorOriginal,1000,67.2979271742
sensorOriginal,1000,67.5292130534
sensorOriginal,1000,68.1711186108
sensorOriginal,1000,69.377746098
sensorBundling,2000,40.190092646
sensorBundling,2000,40.3060810816
sensorBundling,2000,40.0888360106
sensorBundling,2000,40.3918825394
sensorBundling,2000,40.2691796568
sensorBundling,2000,40.3007809944
sensorBundling,2000,39.9988589694
sensorBundling,2000,39.488048215
sensorBundling,2000,40.247810825
sensorBundling,2000,40.4751987672
sensorDropping,2000,38.9231589628
sensorDropping,2000,38.8280099102
sensorDropping,2000,38.920567823
sensorDropping,2000,39.0332160644
sensorDropping,2000,38.8209129002
sensorDropping,2000,38.789343382
sensorDropping,2000,38.7003406008
sensorDropping,2000,39.180089227
sensorDropping,2000,39.0266384692
sensorDropping,2000,38.911215736
sensorOriginal,2000,68.0802375236
sensorOriginal,2000,68.4696044226
sensorOriginal,2000,70.2544103222
sensorOriginal,2000,69.1356391162
sensorOriginal,2000,68.9744824986
sensorOriginal,2000,68.3082338012
sensorOriginal,2000,67.2979271742
sensorOriginal,2000,67.5292130534
sensorOriginal,2000,68.1711186108
sensorOriginal,2000,69.377746098
sensorDropping-GM2,10,34.0225152709
sensorDropping-GM2,10,34.4253189746
sensorDropping-GM2,10,34.3483221899
sensorDropping-GM2,10,35.1145759455
sensorDropping-GM2,10,35.1735577901
sensorDropping-GM2,10,34.3452318061
sensorDropping-GM2,10,33.9477869487
sensorBundling-GM2,10,35.1129827593
sensorBundling-GM2,10,34.2342981282
sensorBundling-GM2,10,34.40610809
sensorBundling-GM2,10,34.4295584124
sensorBundling-GM2,10,34.3112744775
sensorBundling-GM2,10,35.2434653243
sensorBundling-GM2,10,34.1504537804
sensorBundling-GM2,10,34.4151938408
sensorBundling-GM2,10,34.2542398362
sensorOriginal-GM2,10,34.3300639685
sensorOriginal-GM2,10,34.4988998273
sensorOriginal-GM2,10,34.5264988054
sensorOriginal-GM2,10,34.7992932589
sensorOriginal-GM2,10,34.2926293295
sensorOriginal-GM2,10,34.3637138563
sensorOriginal-GM2,10,34.2564297493
sensorOriginal-GM2,10,33.8054680297
sensorOriginal-GM2,10,34.5149379839
sensorOriginal-GM2,10,34.5996768223
sensorDropping-GM2,30,34.8133497724
sensorDropping-GM2,30,33.9997437547
sensorDropping-GM2,30,34.5591893504
sensorDropping-GM2,30,34.5714646536
sensorDropping-GM2,30,34.8913975225
sensorDropping-GM2,30,34.8852838101
sensorDropping-GM2,30,34.5860479678
sensorDropping-GM2,30,34.1497735661
sensorDropping-GM2,30,34.6169946109
sensorDropping-GM2,30,34.5717790584
sensorBundling-GM2,30,34.5801081381
sensorBundling-GM2,30,34.5602245373
sensorBundling-GM2,30,34.2039594941
sensorBundling-GM2,30,34.8097296814
sensorBundling-GM2,30,34.5178114602
sensorBundling-GM2,30,34.1512316103
sensorBundling-GM2,30,34.2485440064
sensorBundling-GM2,30,34.742507868
sensorBundling-GM2,30,34.1928937676
sensorBundling-GM2,30,34.4763949477
sensorOriginal-GM2,30,34.3300639685
sensorOriginal-GM2,30,34.4988998273
sensorOriginal-GM2,30,34.5264988054
sensorOriginal-GM2,30,34.7992932589
sensorOriginal-GM2,30,34.2926293295
sensorOriginal-GM2,30,34.3637138563
sensorOriginal-GM2,30,34.2564297493
sensorOriginal-GM2,30,33.8054680297
sensorOriginal-GM2,30,34.5149379839
sensorOriginal-GM2,30,34.5996768223
sensorDropping-GM2,100,34.4994023846
sensorDropping-GM2,100,34.4376629048
sensorDropping-GM2,100,34.5319153401
sensorDropping-GM2,100,34.014254518
sensorDropping-GM2,100,34.30586433
sensorDropping-GM2,100,34.8731338237
sensorDropping-GM2,100,34.2516304726
sensorDropping-GM2,100,34.6229841867
sensorDropping-GM2,100,34.069945948
sensorDropping-GM2,100,34.290223887
sensorBundling-GM2,100,34.2557594073
sensorBundling-GM2,100,34.7078346715
sensorBundling-GM2,100,35.0303992149
sensorBundling-GM2,100,34.5645542929
sensorBundling-GM2,100,34.7066997265
sensorBundling-GM2,100,34.4825975998
sensorBundling-GM2,100,34.2396687469
sensorBundling-GM2,100,34.3030671519
sensorBundling-GM2,100,34.916949055
sensorOriginal-GM2,100,34.3300639685
sensorOriginal-GM2,100,34.4988998273
sensorOriginal-GM2,100,34.5264988054
sensorOriginal-GM2,100,34.7992932589
sensorOriginal-GM2,100,34.2926293295
sensorOriginal-GM2,100,34.3637138563
sensorOriginal-GM2,100,34.2564297493
sensorOriginal-GM2,100,33.8054680297
sensorOriginal-GM2,100,34.5149379839
sensorOriginal-GM2,100,34.5996768223
sensorBundling-GM2,200,30.6259970611
sensorBundling-GM2,200,30.183646535
sensorBundling-GM2,200,30.5131025075
sensorBundling-GM2,200,30.0069417513
sensorBundling-GM2,200,30.3316339043
sensorBundling-GM2,200,30.1059194468
sensorBundling-GM2,200,30.47929065
sensorBundling-GM2,200,30.4687112795
sensorBundling-GM2,200,30.0888687659
sensorDropping-GM2,200,29.7111049852
sensorDropping-GM2,200,31.0099872404
sensorDropping-GM2,200,30.1337887331
sensorDropping-GM2,200,30.3051811006
sensorDropping-GM2,200,30.1714624833
sensorDropping-GM2,200,35.2357410266
sensorDropping-GM2,200,29.8959361113
sensorDropping-GM2,200,30.247303555
sensorDropping-GM2,200,30.6082484573
sensorOriginal-GM2,200,34.3300639685
sensorOriginal-GM2,200,34.4988998273
sensorOriginal-GM2,200,34.5264988054
sensorOriginal-GM2,200,34.7992932589
sensorOriginal-GM2,200,34.2926293295
sensorOriginal-GM2,200,34.3637138563
sensorOriginal-GM2,200,34.2564297493
sensorOriginal-GM2,200,33.8054680297
sensorOriginal-GM2,200,34.5149379839
sensorOriginal-GM2,200,34.5996768223
sensorBundling-GM2,500,27.3270270629
sensorBundling-GM2,500,27.0057753989
sensorBundling-GM2,500,27.0423873041
sensorBundling-GM2,500,27.1516299825
sensorBundling-GM2,500,27.4888130452
sensorBundling-GM2,500,27.1604505616
sensorBundling-GM2,500,29.1418060851
sensorBundling-GM2,500,27.115781873
sensorDropping-GM2,500,27.0800588881
sensorDropping-GM2,500,26.6854774781
sensorDropping-GM2,500,27.0305873991
sensorDropping-GM2,500,26.9442607103
sensorDropping-GM2,500,26.8803175844
sensorDropping-GM2,500,27.335209079
sensorDropping-GM2,500,27.1770084483
sensorDropping-GM2,500,26.9706551398
sensorDropping-GM2,500,27.0955142329
sensorDropping-GM2,500,26.8756947443
sensorOriginal-GM2,500,34.3300639685
sensorOriginal-GM2,500,34.4988998273
sensorOriginal-GM2,500,34.5264988054
sensorOriginal-GM2,500,34.7992932589
sensorOriginal-GM2,500,34.2926293295
sensorOriginal-GM2,500,34.3637138563
sensorOriginal-GM2,500,34.2564297493
sensorOriginal-GM2,500,33.8054680297
sensorOriginal-GM2,500,34.5149379839
sensorOriginal-GM2,500,34.5996768223
sensorDropping-GM2,1000,25.9726291667
sensorDropping-GM2,1000,26.0375442829
sensorDropping-GM2,1000,26.141449378
sensorDropping-GM2,1000,26.4744721415
sensorDropping-GM2,1000,25.9177011468
sensorDropping-GM2,1000,26.3139688629
sensorDropping-GM2,1000,26.0578607905
sensorDropping-GM2,1000,25.7876096426
sensorDropping-GM2,1000,26.2917260706
sensorBundling-GM2,1000,26.3479538757
sensorBundling-GM2,1000,26.6121765753
sensorBundling-GM2,1000,26.4201758738
sensorBundling-GM2,1000,26.3447788726
sensorBundling-GM2,1000,25.9220106866
sensorBundling-GM2,1000,26.6885623944
sensorBundling-GM2,1000,26.3333217163
sensorBundling-GM2,1000,26.8627464733
sensorBundling-GM2,1000,26.1975665478
sensorBundling-GM2,1000,26.4634747674
sensorOriginal-GM2,1000,34.3300639685
sensorOriginal-GM2,1000,34.4988998273
sensorOriginal-GM2,1000,34.5264988054
sensorOriginal-GM2,1000,34.7992932589
sensorOriginal-GM2,1000,34.2926293295
sensorOriginal-GM2,1000,34.3637138563
sensorOriginal-GM2,1000,34.2564297493
sensorOriginal-GM2,1000,33.8054680297
sensorOriginal-GM2,1000,34.5149379839
sensorOriginal-GM2,1000,34.5996768223
sensorBundling-GM2,2000,24.998177747
sensorBundling-GM2,2000,25.0071144729
sensorBundling-GM2,2000,25.6275857767
sensorBundling-GM2,2000,24.4433379696
sensorBundling-GM2,2000,25.4022649502
sensorBundling-GM2,2000,25.5831761317
sensorBundling-GM2,2000,25.4095210273
sensorBundling-GM2,2000,25.1822999589
sensorBundling-GM2,2000,25.4271416724
sensorBundling-GM2,2000,25.3736051692
sensorOriginal-GM2,2000,34.3300639685
sensorOriginal-GM2,2000,34.4988998273
sensorOriginal-GM2,2000,34.5264988054
sensorOriginal-GM2,2000,34.7992932589
sensorOriginal-GM2,2000,34.2926293295
sensorOriginal-GM2,2000,34.3637138563
sensorOriginal-GM2,2000,34.2564297493
sensorOriginal-GM2,2000,33.8054680297
sensorOriginal-GM2,2000,34.5149379839
sensorOriginal-GM2,2000,34.5996768223
sensorDropping-GM2,2000,25.1255751712
sensorDropping-GM2,2000,24.8334918783
sensorDropping-GM2,2000,24.901091038
sensorDropping-GM2,2000,25.2016833752
sensorDropping-GM2,2000,24.5000977018
sensorDropping-GM2,2000,25.1800011845
sensorDropping-GM2,2000,24.8596953668
sensorDropping-GM2,2000,25.0709984846
sensorDropping-GM2,2000,25.9497430999
sensorDropping-GM2,2000,25.0821466831
